0, -4120.0, -0.0202
1, -4872.0, -0.017
2, -4984.0, -0.0294
3, -4896.0, -0.0096
4, -5028.0, -0.0042
5, -4940.0, 0.0042
6, -4828.0, 0.0316
7, -5324.0, 0.0108
8, -5008.0, 0.0064
9, -4832.0, 0.0458
10, -4984.0, 0.0328
11, -5036.0, -0.0068
12, -4940.0, 0.0004
13, -4980.0, 0.0114
14, -5084.0, -0.0164
15, -5020.0, 0.0086
16, -4888.0, 0.0078
17, -4780.0, 0.0102
18, -5024.0, -0.017
19, -4916.0, 0.0028
20, -5124.0, 0.0164
21, -5276.0, 0.0058
22, -5140.0, 0.0392
23, -5144.0, 0.0012
24, -4940.0, -0.0072
25, -5028.0, -0.0274
26, -4940.0, -0.0254
27, -4956.0, -0.0208
28, -5068.0, -0.0312
29, -4788.0, 0.0132
30, -4816.0, -0.0176
31, -5056.0, -0.0096
32, -5056.0, 0.0152
33, -4832.0, 0.0392
34, -4672.0, -0.0092
35, -4892.0, 0.0166
36, -5256.0, 0.016
37, -5080.0, -0.0052
38, -5120.0, -0.0444
39, -5032.0, -0.0268
40, -4716.0, -0.0134
41, -4804.0, 0.005
42, -4760.0, 0.0064
43, -5388.0, 0.0158
44, -5008.0, 0.016
45, -4768.0, 0.0066
46, -4892.0, 0.0024
47, -4720.0, 0.0008
48, -4612.0, 0.0022
49, -4816.0, -0.0022
50, -4884.0, -0.0018
51, -4964.0, 0.007
52, -4984.0, 0.0284
53, -4628.0, 0.0142
54, -4872.0, 0.0144
55, -4744.0, 0.037
56, -4812.0, 0.0436
57, -5028.0, 0.0504
58, -4640.0, 0.0368
59, -4832.0, 0.0348
60, -5176.0, 0.0502
61, -4800.0, 0.0482
62, -4816.0, 0.0316
63, -4820.0, 0.042
64, -4912.0, 0.0124
65, -4732.0, 0.0376
66, -4980.0, 0.0308
67, -4852.0, 0.065
68, -4892.0, 0.0444
69, -5024.0, 0.0354
70, -4920.0, 0.0326
71, -5008.0, 0.0146
72, -5000.0, 0.0232
73, -5108.0, -0.0004
74, -4864.0, 0.0018
75, -4968.0, -0.0012
76, -4788.0, 0.031
77, -4992.0, 0.014
78, -4996.0, 0.0094
79, -4736.0, 0.0266
80, -5020.0, 0.0012
81, -5008.0, -0.0044
82, -4836.0, 0.0014
83, -4756.0, 0.0168
84, -4880.0, -0.0238
85, -4780.0, -0.0064
86, -4940.0, 0.0038
87, -4964.0, -0.0182
88, -5268.0, -0.004
89, -5076.0, -0.0104
90, -5160.0, 0.0064
91, -5024.0, -0.0294
92, -5008.0, -0.0002
93, -4988.0, -0.024
94, -4788.0, -0.03
95, -5252.0, -0.0384
96, -5200.0, -0.0264
97, -4960.0, 0.0002
98, -5364.0, -0.0146
99, -5032.0, -0.0054
100, -4996.0, -0.0164
